284	Portuguese	Caçador	Gonçalves, Joaquim José	West-central Africa	West-central Africa
286	Portuguese	Novo Despique	Teixeira, Jacinto Alves	South-east Africa	South-east Africa
287	Portuguese	Patrocínio	Pederneira, Manoel Pereira	West-central Africa	West-central Africa
289	Portuguese	Delfim	Almeida, Francisco Joaquim de	South-east Africa	South-east Africa
290	Portuguese	Triunfo da Inveja	Silva, Joao Batista da	West-central Africa	West-central Africa
291	Portuguese	S José Diligente Vulcano	Alves, Isidoro	West-central Africa	West-central Africa
292	Portuguese	General D Antônio	Coelho, Joao Antonio	Senegambia	Senegambia
293	Portuguese	Bom Caminho	Couto, Joao Batista do	West-central Africa	West-central Africa
294	Portuguese	Maria	Chaves, Antônio dos Santos	Senegambia	Senegambia
296	Portuguese	Lucrécia	Noronha, Manoel Joaquim de	West-central Africa	West-central Africa
297	Portuguese	Santana Flor de Cintra	Martins, Diogo Cândido	South-east Africa	South-east Africa
298	Portuguese	Zéfiro	Monteiro, José Albuquerque Xavier	South-east Africa	South-east Africa
299	Portuguese	Desengano Feliz	Vieira, Francisco Manoel	West-central Africa	West-central Africa
300	Portuguese	Príncipe Regente	Pedrosa, Manoel Carvalho	South-east Africa	South-east Africa
301	Portuguese	Trajano	Cunha, Eusébio José da	South-east Africa	South-east Africa
302	Portuguese	Bom Jesus Triunfo	Silveira, Manoel José	West-central Africa	West-central Africa
303	Portuguese	Henriqueta	Pientenauzer, Firmo Antônio	West-central Africa	West-central Africa
304	Portuguese	Amazona	Ferreira, Antônio José	South-east Africa	South-east Africa
305	Portuguese	Mariana	Domingues, Jerônimo	South-east Africa	South-east Africa
306	Portuguese	Nove de Janeiro	Almeida, Antônio Pedro de	South-east Africa	South-east Africa
307	Portuguese	Leopoldina	Menezes, Antônio Joaquim de	South-east Africa	South-east Africa
308	Portuguese	Minerva	Braga, Joao Ribeiro de Castro	South-east Africa	South-east Africa
309	Portuguese	NS da Guia	Silva, José Jorge da	South-east Africa	South-east Africa
310	Portuguese	Mercúrio	Ferreira, José Nicolau	West-central Africa	West-central Africa
311	Portuguese	S Antônio Destemido	Silva, José Leite da	West-central Africa	West-central Africa
312	Portuguese	S Rosa	Faria, Manoel de Jesus	West-central Africa	West-central Africa
313	Portuguese	Amália	Batalha, Luís Antônio	West-central Africa	West-central Africa
314	Portuguese	Feliz Eugenia	Fogaça, Antônio Gomes	West-central Africa	West-central Africa
315	Portuguese	Santana Flor de Luanda	Lontra, Rafael Inácio da Fonseca	South-east Africa	South-east Africa
316	Portuguese	Novo Despique	Teixeira, Jacinto Alves	South-east Africa	South-east Africa
317	Portuguese	Luís	Campos, Veríssimo de	West-central Africa	West-central Africa
318	Portuguese	D Ana	Jordao, Manoel da Mota	West-central Africa	West-central Africa
320	Portuguese	Grao Penedo	Santos, José Pedro dos	West-central Africa	West-central Africa
321	Portuguese	Mercantil	Rodrigues, Francisco de Paula	West-central Africa	West-central Africa
322	Portuguese	Trajano	Melo, Francisco José de	West-central Africa	West-central Africa
323	Portuguese	Paquete do Rio	Blanchart, Manoel Pereira de Souza	West-central Africa	West-central Africa
324	Portuguese	Bela Americana	Silva, José da	West-central Africa	West-central Africa
325	Portuguese	Bom Jesus Triunfo	Marques, José Gregório Maria	West-central Africa	West-central Africa
326	Portuguese	Polifemo	Lopes, Joao Crisóstomo Rodrigues	Bight of Biafra	Bight of Biafra
327	Portuguese	Príncipe Real	Melo, Bento Joaquim de	West-central Africa	West-central Africa
328	Portuguese	Imperador do Brasil	Silva, Joaquim Pereira da	West-central Africa	West-central Africa
329	Portuguese	Desengano Feliz	Vieira, Francisco Manoel	West-central Africa	West-central Africa
330	Portuguese	D Ana	Jordao, Manoel da Mota	West-central Africa	West-central Africa
331	Portuguese	Africano O Constitucional	Henriques, Joao Militao	South-east Africa	South-east Africa
332	Portuguese	Príncipe Regente	Pereira, Francisco Manoel	South-east Africa	South-east Africa
333	Portuguese	Triúnfo do Brasil	Carvalho, Joao Rodrigues	West-central Africa	West-central Africa
334	Portuguese	Urânia	Gomes, Manoel de Souza	West-central Africa	West-central Africa
335	Portuguese	Marques de Pombal	Félix, Inácio José	West-central Africa	West-central Africa
336	Portuguese	NS da Conceiçao e Sr dos Passos	Santos, José Vitorino dos	West-central Africa	West-central Africa
337	Spanish	Descamisada	Sandrino, Juan	Unknown	Unknown
338	French	Louise	Precan	Senegambia	Senegambia
339	Spanish	Mo Josefa	Zabala, J B	Unknown	Unknown
340	Portuguese	Paquete	Neves, J M	Unknown	Unknown
341	French	Irene	Pavillon, P du	Bight of Biafra	Bight of Biafra
342	French	Rose	Thomas, M	Sierra Leone	Sierra Leone
343	French	Adolphe	Decaen	Sierra Leone	Sierra Leone
344	French	Aimable Henriette	Gazoux, Charles	Unknown	Unknown
345	French	Marie	Guyot, H	Sierra Leone	Sierra Leone
346	Spanish	Aimable Socorro	Inza, Jozé	Unknown	Unknown
347	Portuguese	Paquete	Neves, J M	Unknown	Unknown
348	French	Coureur	Verrier, M	Unknown	Bight of Biafra
349	Spanish	Aimable Socorro	Inza, J	Unknown	Unknown
350	Spanish	Descamisada	Sandrino, Juan	Unknown	Unknown
351	Spanish	Liberal	Sanjurgo, Antonio	Unknown	Unknown
352	French	Victor	Guillon, A P	Unknown	Unknown
353	French	Agile	Gouyt, Honoré	Unknown	Bight of Biafra
